#time_sec,time_ms,run,ls,nb,plt_bkg_A1,plt_bkg_A2,plt_bkg_B1,plt_bkg_B2
1465651229,915,274958,200,56,1.04434949877e-15,6.19428161335e-16,6.51247590332e-16,4.09792735312e-16
1465651231,372,274958,200,60,9.4636961887e-16,4.23830150192e-16,5.21003378999e-16,3.95166987091e-16
1465651232,829,274958,200,64,1.07695050113e-15,6.84672701162e-16,8.79203164806e-16,3.95175781975e-16
1465651234,286,274958,201,4,1.14227283959e-15,6.52055624388e-16,8.30360294352e-16,4.53733862738e-16
1465651235,743,274958,201,8,6.52659018908e-16,7.82503319436e-16,6.83787514035e-16,3.6589835346e-16
1465651237,200,274958,201,12,9.13730637494e-16,5.54249820983e-16,8.62894440829e-16,4.53712942697e-16
1465651238,657,274958,201,16,1.0442613086e-15,6.52090463385e-16,7.16350115788e-16,3.80537586841e-16
1465651240,114,274958,201,20,8.81112044054e-16,6.1945360549e-16,5.21002397824e-16,3.21990587365e-16
1465651241,571,274958,201,24,1.07695722682e-15,8.15081429434e-16,6.67526491625e-16,3.9516782921e-16
1465651243,28,274958,201,28,1.17488347209e-15,4.56471565229e-16,7.0007631752e-16,2.48814506837e-16
1465651244,485,274958,201,32,1.10960284857e-15,5.86866982144e-16,7.32636899031e-16,4.97650462637e-16
1465651245,941,274958,201,36,8.15880048735e-16,7.49874170687e-16,6.02423872353e-16,4.82993906879e-16
1465651247,398,274958,201,40,9.79086691656e-16,5.86882496323e-16,6.51253773112e-16,3.95172355541e-16
1465651248,855,274958,201,44,8.1585170236e-16,6.52038759738e-16,6.34973566833e-16,4.53727000623e-16
1465651250,312,274958,201,48,9.79056232798e-16,7.49866808729e-16,6.34976914029e-16,5.12259765217e-16
1465651251,769,274958,201,52,8.81142003138e-16,8.47705109723e-16,6.83835593863e-16,4.39111980486e-16
1465651253,226,274958,201,56,1.24017941662e-15,5.54250031944e-16,5.69863223367e-16,3.80542866678e-16
1465651254,683,274958,201,60,7.83235351746e-16,7.82481496642e-16,7.65227444418e-16,4.53730414515e-16
1465651256,140,274958,201,64,9.13812021686e-16,7.49915934314e-16,7.00142707459e-16,2.63466074924e-16
1465651257,597,274958,202,4,9.79080307136e-16,3.91239715185e-16,8.46660614392e-16,6.14758941089e-16
1465651259,54,274958,202,8,8.15875216901e-16,9.45524087233e-16,6.51277628069e-16,5.70849354218e-16
1465651260,511,274958,202,12,8.81134713669e-16,6.19500248102e-16,5.37305634035e-16,6.29396172741e-16
1465651261,967,274958,202,16,8.81162445253e-16,5.86866037187e-16,5.21005104996e-16,3.36647679397e-16
1465651263,424,274958,202,20,8.48506266533e-16,8.47723502426e-16,6.18725570818e-16,3.36652461148e-16
1465651264,881,274958,202,24,9.13815287131e-16,7.1728215536e-16,5.21041917783e-16,4.39106335191e-16
1465651266,338,274958,202,28,8.48573830604e-16,5.54259060542e-16,7.0013386767e-16,4.83027213853e-16
1465651267,795,274958,202,32,1.27285944059e-15,7.4990695901e-16,7.97879263925e-16,3.65960214634e-16
1465651269,252,274958,202,36,8.48501867876e-16,8.47725332884e-16,5.37310696446e-16,5.85519363648e-16
1465651270,709,274958,202,40,1.17492227192e-15,5.21669155802e-16,6.35007979152e-16,4.24465992598e-16
1465651272,166,274958,202,44,1.17496950164e-15,8.15142132073e-16,5.69883410821e-16,5.41570203297e-16
1465651273,623,274958,202,48,9.46433893748e-16,1.0107609458e-15,6.35006240275e-16,3.80556372438e-16
1465651275,80,274958,202,52,9.13790564111e-16,8.47645119085e-16,6.35004212365e-16,5.56193380134e-16
1465651276,537,274958,202,56,1.17488838824e-15,9.45444808726e-16,6.5130584822e-16,4.09797727912e-16
1465651277,993,274958,202,60,7.17985867205e-16,8.4767436543e-16,6.18728393429e-16,5.85479900129e-16
1465651279,450,274958,202,64,1.07701635058e-15,8.8026636461e-16,6.02451778558e-16,5.12294737801e-16
1465651280,907,274958,203,4,9.13836758023e-16,1.07591697401e-15,6.35030461352e-16,4.97636706692e-16
1465651282,364,274958,203,8,8.81161077382e-16,5.54228393239e-16,6.35043136815e-16,3.36639441566e-16
1465651283,821,274958,203,12,1.01174992178e-15,5.54221104331e-16,7.16461802008e-16,4.53728642862e-16
1465651285,278,274958,203,16,1.04435612777e-15,7.82466184323e-16,6.5132939894e-16,3.07380010467e-16
1465651286,735,274958,203,20,7.17997929707e-16,6.84668099981e-16,6.02482050886e-16,4.53745256596e-16
1465651288,192,274958,203,24,9.13846507983e-16,6.52021112914e-16,4.88500100243e-16,4.97629031173e-16
1465651289,649,274958,203,28,8.15953739664e-16,5.5425099242e-16,7.00182813386e-16,5.56191077094e-16
1465651291,106,274958,203,32,9.13897539506e-16,6.52056099401e-16,5.04790979434e-16,5.85497567645e-16
1465651292,563,274958,203,36,1.01178523751e-15,7.1730869191e-16,5.86214908754e-16,4.09841505327e-16
1465651294,19,274958,203,40,1.07704772751e-15,5.86848841585e-16,7.65347251383e-16,4.53762006565e-16
1465651295,477,274958,203,44,1.20759123371e-15,8.15109424459e-16,7.16498091644e-16,5.12310097837e-16
1465651296,933,274958,203,48,8.15894716657e-16,9.45521799324e-16,7.65356305036e-16,5.70866822919e-16
1465651298,390,274958,203,52,9.7915785796e-16,6.52074294216e-16,7.00200574861e-16,6.147864518e-16
1465651299,847,274958,203,56,8.81203194386e-16,3.2603564022e-16,5.21097789479e-16,5.85520699385e-16
1465651301,304,274958,203,60,7.50716146439e-16,1.04335695823e-15,6.51368407631e-16,4.39141119485e-16
1465651302,761,274958,203,64,9.13861084674e-16,9.45531386797e-16,5.69982169311e-16,3.36665720174e-16
1465651304,218,274958,204,4,9.13884121319e-16,5.54291042156e-16,6.83959334677e-16,4.83058533175e-16
1465651305,675,274958,204,8,1.20762262919e-15,1.01081287334e-15,7.65382309416e-16,5.70872082867e-16
1465651307,132,274958,204,12,1.04441505671e-15,8.15048922642e-16,7.16499527824e-16,6.00121128699e-16
1465651308,589,274958,204,16,7.50654886713e-16,8.47721922027e-16,7.0024374212e-16,4.97679909871e-16
1465651310,46,274958,204,20,1.01181348252e-15,9.78125675761e-16,8.46808904222e-16,3.95229193721e-16
1465651311,502,274958,204,24,6.52768490399e-16,9.78157530307e-16,6.51381673681e-16,7.75841983994e-16
1465651312,959,274958,204,28,1.01179121056e-15,5.21670012268e-16,7.32847459228e-16,4.24508142936e-16
1465651314,416,274958,204,32,9.79180164011e-16,9.45503197478e-16,5.04825733716e-16,4.2449865626e-16
1465651315,873,274958,204,36,9.46498236571e-16,9.45591961479e-16,7.32816502321e-16,5.70919245047e-16
1465651317,330,274958,204,40,1.20760291844e-15,4.56441364556e-16,6.67679952541e-16,4.09876897522e-16
1465651318,787,274958,204,44,8.81266774752e-16,9.12951862494e-16,6.67720012542e-16,5.85539934431e-16
1465651320,244,274958,204,48,1.01178637715e-15,7.49901760433e-16,7.00246417953e-16,3.95233824201e-16
1465651321,701,274958,204,52,1.07704337213e-15,6.19473676911e-16,8.14273875011e-16,5.41617648917e-16
1465651323,158,274958,204,56,1.24037481013e-15,3.58632594872e-16,6.3512288409e-16,6.88043000135e-16
1465651324,615,274958,204,60,8.48621676242e-16,6.19480188105e-16,5.53690958445e-16,5.7090563758e-16
1465651326,72,274958,204,64,8.81238463294e-16,1.043406231e-15,6.67727729088e-16,5.12351069258e-16
1465651327,528,274958,205,4,1.14241318061e-15,4.23843212556e-16,6.18876199256e-16,4.97712875861e-16
1465651328,985,274958,205,8,9.79158322153e-16,8.47688602844e-16,7.32869875941e-16,5.26993008573e-16
1465651330,442,274958,205,12,1.14239875978e-15,5.86893e-16,5.70029251661e-16,4.83078324452e-16
1465651331,899,274958,205,16,6.52774504034e-16,6.84672539557e-16,6.67736369046e-16,4.97701806566e-16
1465651333,356,274958,205,20,8.48648693573e-16,9.45564003188e-16,5.7001849366e-16,4.39168332217e-16
1465651334,813,274958,205,24,1.07708255284e-15,5.2166747964e-16,7.00310536437e-16,5.85571469574e-16
1465651336,270,274958,205,28,8.48613676335e-16,7.8256865854e-16,6.1889071749e-16,4.97752220581e-16
1465651337,727,274958,205,32,8.81244397394e-16,9.12961273228e-16,7.81773139394e-16,4.97754692615e-16
1465651339,184,274958,205,36,9.79185132756e-16,8.80358772855e-16,5.70019763872e-16,5.70972740328e-16
1465651340,641,274958,205,40,7.83335346223e-16,8.47738441052e-16,7.00313404865e-16,4.9776496485e-16
1465651342,98,274958,205,44,1.1098344453e-15,7.8256140357e-16,5.04881472774e-16,4.39203577983e-16
1465651343,554,274958,205,48,1.07711651404e-15,9.45565822633e-16,7.81783017938e-16,6.29520958875e-16
1465651345,11,274958,205,52,1.40356771081e-15,8.15176700372e-16,7.32924409273e-16,7.02741793254e-16
1465651346,468,274958,205,56,1.14239229303e-15,8.80387650796e-16,6.51477756953e-16,6.73468781204e-16
1465651347,925,274958,205,60,7.18057341489e-16,7.17332465467e-16,6.3518457712e-16,5.7098231357e-16
1465651349,382,274958,205,64,1.27296850086e-15,1.17383123214e-15,5.8636756677e-16,5.70976581526e-16
1465651350,839,274958,206,4,1.20771177147e-15,1.04341623502e-15,6.35251775206e-16,4.68492845267e-16
1465651352,296,274958,206,8,1.10979382718e-15,8.15125376725e-16,6.18932829045e-16,5.12433152467e-16
1465651353,753,274958,206,12,1.01192832339e-15,9.78187804121e-16,6.51529171166e-16,4.24571099661e-16
1465651355,210,274958,206,16,6.20152850582e-16,8.15082517976e-16,6.35209485596e-16,5.27035814853e-16
1465651356,667,274958,206,20,8.1604430895e-16,5.54258660265e-16,6.51504045685e-16,6.14864987089e-16
1465651358,124,274958,206,24,1.14250639909e-15,7.82488181413e-16,7.16675968504e-16,4.24554933236e-16
1465651359,581,274958,206,28,1.3709566366e-15,1.14124076947e-15,7.98103937086e-16,7.02726041995e-16
1465651361,37,274958,206,32,1.01186629579e-15,1.10852013903e-15,7.32975287811e-16,5.70954150408e-16
1465651362,494,274958,206,36,1.04448940116e-15,1.40201473624e-15,8.30715933623e-16,5.56318515757e-16
1465651363,951,274958,206,40,7.50732455587e-16,7.17284974733e-16,8.14415494324e-16,5.41688777976e-16
1465651365,408,274958,206,44,1.17511405389e-15,9.7813613788e-16,7.00394961013e-16,6.14901400401e-16
1465651366,865,274958,206,48,1.33827448366e-15,7.49901649569e-16,6.35252644254e-16,4.6850564866e-16
1465651368,322,274958,206,52,1.17504945391e-15,9.45546326914e-16,6.35232582971e-16,7.61308184522e-16
1465651369,779,274958,206,56,7.50767986413e-16,1.01078365602e-15,7.49284511948e-16,5.12432467578e-16
1465651371,236,274958,206,60,1.10980553333e-15,7.49914690549e-16,6.84111044837e-16,5.56366010402e-16
1465651372,693,274958,206,64,1.04452597241e-15,9.12940104084e-16,6.84151781727e-16,6.00284789115e-16
1465651374,150,274958,207,4,1.01190116476e-15,7.82544047155e-16,5.86394969351e-16,5.41729986148e-16
1465651375,607,274958,207,8,8.16023348194e-16,1.10863856781e-15,5.3754629559e-16,6.88152966798e-16
1465651377,63,274958,207,12,9.79201948382e-16,8.47702810762e-16,8.95952576068e-16,4.97785985836e-16
1465651378,520,274958,207,16,1.37093374875e-15,1.07595591367e-15,7.33033660439e-16,4.39231764291e-16
1465651379,977,274958,207,20,1.17507862763e-15,9.78146041181e-16,6.02691091792e-16,4.83150541816e-16
1465651381,434,274958,207,24,1.43632227944e-15,7.17301433624e-16,7.49327969822e-16,5.70997740999e-16
1465651382,891,274958,207,28,8.48670667764e-16,1.46724686151e-15,7.00434482098e-16,5.27092085864e-16
1465651384,348,274958,207,32,1.077177854e-15,9.455135317e-16,8.30760500717e-16,9.22420958822e-16
1465651385,805,274958,207,36,8.81324465837e-16,7.49858565991e-16,7.33017848576e-16,6.29568716517e-16
1465651387,262,274958,207,40,1.20779737451e-15,1.04332696548e-15,6.84189285904e-16,5.85643653241e-16
1465651388,719,274958,207,44,8.81382889529e-16,1.07595357669e-15,6.19027833381e-16,4.53877051145e-16
1465651390,176,274958,207,48,9.46601506451e-16,1.17383163793e-15,6.84201887316e-16,6.58892197842e-16
1465651391,633,274958,207,52,9.46609478067e-16,7.82580970986e-16,5.86430909046e-16,4.68543100036e-16
1465651393,90,274958,207,56,8.81325489357e-16,1.1411842389e-15,7.81933105528e-16,7.61403834184e-16
1465651394,546,274958,207,60,9.13981641344e-16,1.14120016849e-15,8.30833270827e-16,5.85656469275e-16
1465651396,3,274958,207,64,8.16092380612e-16,9.1298789774e-16,7.4939142115e-16,5.41783055459e-16
1465651397,460,274958,208,4,9.1399891635e-16,9.78148418339e-16,7.33089832826e-16,5.56421206821e-16
1465651398,917,274958,208,8,7.83426583349e-16,1.14121430129e-15,7.49386320697e-16,5.41759661594e-16
1465651400,374,274958,208,12,1.17519393054e-15,9.12984487043e-16,6.35334062949e-16,5.12499823639e-16
1465651401,831,274958,208,16,9.14006834307e-16,1.20645831952e-15,6.51639987916e-16,7.17518848443e-16
1465651403,288,274958,208,20,1.17512978707e-15,5.5428243269e-16,6.84202578571e-16,6.00341927027e-16
1465651404,745,274958,208,24,9.13992712828e-16,7.4994670376e-16,8.14570750207e-16,5.41779401591e-16
1465651406,202,274958,208,28,1.07724269976e-15,8.47783301065e-16,7.49440697092e-16,7.46780998887e-16
1465651407,659,274958,208,32,7.18159141172e-16,1.17386115435e-15,6.51680479556e-16,8.7863659974e-16
1465651409,115,274958,208,36,1.27315837173e-15,9.78209528182e-16,7.65680480766e-16,4.39274388436e-16
1465651410,572,274958,208,40,1.3056956911e-15,6.8472038903e-16,6.51678354975e-16,7.90696761746e-16
1465651412,29,274958,208,44,1.10989000221e-15,1.10860515566e-15,8.79769843446e-16,8.49312619976e-16
1465651413,486,274958,208,48,8.16052910323e-16,8.80379078111e-16,5.86488020512e-16,7.32135091048e-16
1465651414,943,274958,208,52,1.17516870278e-15,1.10865455571e-15,6.67944547781e-16,7.76109306628e-16
1465651416,400,274958,208,56,9.7929594794e-16,1.0760435199e-15,6.02786465752e-16,5.7107820397e-16
1465651417,857,274958,208,60,8.16042578106e-16,1.23909032186e-15,7.65724008837e-16,7.76153525561e-16
1465651419,314,274958,208,64,8.81366505795e-16,6.19515257434e-16,7.65733242418e-16,7.17541584281e-16
1465651420,771,274958,209,4,1.3384121538e-15,1.04340208925e-15,6.191044319e-16,6.73600527928e-16
1465651422,228,274958,209,8,1.63225668034e-15,9.45623841253e-16,6.67983461179e-16,5.7109093319e-16
1465651423,685,274958,209,12,6.85526117814e-16,1.07600279667e-15,7.65737043322e-16,7.32159791027e-16
1465651425,141,274958,209,16,1.53428259404e-15,7.82516080296e-16,9.77568130144e-16,7.32162085926e-16
1465651426,598,274958,209,20,1.17519551467e-15,1.30420674607e-15,8.47237123567e-16,6.73592838468e-16
1465651428,55,274958,209,24,1.01193462065e-15,9.78160176942e-16,7.00584541291e-16,9.22530326708e-16
1465651429,512,274958,209,28,9.46643626358e-16,7.82531320429e-16,7.0061638107e-16,6.58955859224e-16
1465651430,969,274958,209,32,1.33845205348e-15,1.30425370505e-15,7.49470237292e-16,7.76117247915e-16
1465651432,426,274958,209,36,1.10997029401e-15,1.04330710854e-15,6.19145930571e-16,7.17496515017e-16
1465651433,883,274958,209,40,9.46716080658e-16,1.2389870403e-15,5.21386215567e-16,7.9071911397e-16
1465651435,340,274958,209,44,1.40374307923e-15,9.12992289288e-16,9.93918677075e-16,6.44320598995e-16
1465651436,797,274958,209,48,1.24044502469e-15,1.04337072329e-15,7.16912971566e-16,6.00373461343e-16
1465651438,254,274958,209,52,9.46680402157e-16,1.10859105141e-15,7.16915854902e-16,5.41804276227e-16
1465651439,711,274958,209,56,1.14253999408e-15,1.14123555868e-15,7.98373604695e-16,8.34675551267e-16
1465651441,168,274958,209,60,1.27321616344e-15,1.01079082488e-15,8.79877275911e-16,7.46845881463e-16
1465651442,624,274958,209,64,1.4364257035e-15,1.20644728457e-15,7.49533934354e-16,8.64012910761e-16
1465651444,81,274958,210,4,8.16129160126e-16,1.27169728759e-15,6.84355941114e-16,6.73654721645e-16
1465651445,538,274958,210,8,1.30582578778e-15,1.40219455698e-15,7.33224012232e-16,8.64115187044e-16
1465651446,995,274958,210,12,1.3384766486e-15,1.20650174453e-15,9.12498808286e-16,7.02941891184e-16
1465651448,452,274958,210,16,1.17525103232e-15,9.78253072113e-16,9.12512909712e-16,8.20113882651e-16
1465651449,909,274958,210,20,8.4878439576e-16,1.36949609835e-15,6.5176776244e-16,6.29718165596e-16
1465651451,366,274958,210,24,1.33845473909e-15,1.01080451985e-15,8.79893042773e-16,9.37278168327e-16
1465651452,823,274958,210,28,1.37115705623e-15,1.20646760207e-15,7.00646700978e-16,7.61533141366e-16
1465651454,280,274958,210,32,1.40383655088e-15,1.1412416972e-15,7.49575830135e-16,7.17625548539e-16
1465651455,737,274958,210,36,9.79429536526e-16,1.07606207699e-15,8.79930613511e-16,8.05476716599e-16
1465651457,194,274958,210,40,1.37109364785e-15,9.78190122961e-16,9.94001540533e-16,9.37250245021e-16
1465651458,650,274958,210,44,1.01199845277e-15,1.4347521305e-15,6.6809104376e-16,8.05464687125e-16
1465651460,107,274958,210,48,1.24056842651e-15,1.23907264035e-15,8.31094583952e-16,5.56515524099e-16
1465651461,564,274958,210,52,1.3058883876e-15,1.40208692529e-15,9.61471896853e-16,8.05453059051e-16
1465651463,21,274958,210,56,1.20789360045e-15,1.17392134904e-15,8.96259969546e-16,8.2014145704e-16
1465651464,478,274958,210,60,1.04467335514e-15,9.7819477576e-16,9.94050296515e-16,7.32245906891e-16
1465651465,935,274958,210,64,9.79349918901e-16,8.8034107211e-16,8.31087709004e-16,6.00428533764e-16
1465651467,392,274958,211,4,1.07731259319e-15,1.40212291026e-15,6.84398810108e-16,1.05445363051e-15
1465651468,849,274958,211,8,1.2405771763e-15,1.49988597737e-15,7.98459535309e-16,8.34795735353e-16
1465651470,306,274958,211,12,1.01206639867e-15,1.20643421446e-15,7.98505721796e-16,6.73664182369e-16
1465651471,763,274958,211,16,1.14265317306e-15,1.33688401719e-15,7.82211540206e-16,7.90827276016e-16
1465651473,220,274958,211,20,1.43644031538e-15,1.63043884171e-15,7.49590666925e-16,7.61541638823e-16
1465651474,676,274958,211,24,1.33849236857e-15,1.108646249e-15,8.47391683328e-16,7.1762517258e-16
1465651476,133,274958,211,28,1.53446990378e-15,1.43460215998e-15,1.0103795847e-15,8.4941650106e-16
1465651477,590,274958,211,32,1.30591570943e-15,1.72812441867e-15,7.00731723667e-16,9.51919089165e-16
1465651479,47,274958,211,36,1.30588004539e-15,1.36944441678e-15,8.31158354973e-16,8.64080735369e-16
1465651480,504,274958,211,40,1.27324261194e-15,1.04337940085e-15,7.17048906216e-16,6.44375307178e-16
1465651481,961,274958,211,44,1.3711385664e-15,1.14121525597e-15,9.94108345447e-16,7.90838570232e-16
1465651483,418,274958,211,48,1.10999177262e-15,1.10859232171e-15,8.14828199098e-16,7.17635101273e-16
1465651484,875,274958,211,52,1.50181432523e-15,1.5977605366e-15,7.65940074768e-16,6.88322783517e-16
1465651486,332,274958,211,56,1.2079271709e-15,1.04333234846e-15,7.65949801088e-16,7.32258723791e-16
1465651487,789,274958,211,60,1.1752653404e-15,1.20637899334e-15,9.45227455025e-16,7.32256130322e-16
1465651489,246,274958,211,64,1.40384986553e-15,1.17379073107e-15,8.96349603642e-16,6.29743856375e-16
1465651490,703,274958,212,4,1.24052626252e-15,1.43469253799e-15,1.02677370625e-15,7.90868141913e-16
1465651492,160,274958,212,8,1.17536466959e-15,1.33689896468e-15,7.17075755313e-16,7.7628233723e-16
1465651493,616,274958,212,12,1.30589960854e-15,1.14124764031e-15,8.31179421352e-16,6.1513830931e-16
1465651495,73,274958,212,16,1.30589210894e-15,1.33690511137e-15,6.84464658065e-16,8.05567174626e-16
1465651496,530,274958,212,20,1.17536749504e-15,1.17389957394e-15,1.04300323801e-15,8.0557075331e-16
1465651497,987,274958,212,24,1.37120686174e-15,1.20647083006e-15,6.03007673203e-16,8.49528633454e-16
1465651499,444,274958,212,28,1.20790985464e-15,1.66299127066e-15,9.61537349341e-16,9.96019573187e-16
1465651500,901,274958,212,32,1.53441996799e-15,1.33697050711e-15,8.63774223028e-16,7.32344260872e-16
1465651502,358,274958,212,36,1.33856513165e-15,1.76082853686e-15,9.12677144379e-16,8.78820985662e-16
1465651503,815,274958,212,40,1.46917367011e-15,1.4020639044e-15,7.65982522231e-16,4.39381565031e-16
1465651505,272,274958,212,44,1.30591218146e-15,8.1511802365e-16,5.86703983472e-16,9.52030373504e-16
1465651506,729,274958,212,48,1.20795260852e-15,1.17385404697e-15,7.17099013361e-16,7.61637893337e-16
1465651508,185,274958,212,52,1.40390052661e-15,1.92407379723e-15,9.29009808339e-16,7.47068072893e-16
1465651509,642,274958,212,56,1.37124725884e-15,1.30440605367e-15,1.02678753531e-15,7.91013258382e-16
1465651511,99,274958,212,60,1.2079788124e-15,1.53265965625e-15,8.96421196924e-16,9.08146487536e-16
1465651512,556,274958,212,64,1.20796287017e-15,1.30435796801e-15,7.98609309919e-16,5.85895997295e-16
1465651514,13,274958,213,4,9.46731595939e-16,1.46735367727e-15,8.63786546936e-16,8.78841164419e-16
1465651515,470,274958,213,8,1.27331534337e-15,1.30433652511e-15,9.12701988681e-16,9.52121162524e-16
1465651516,927,274958,213,12,1.20793726076e-15,1.92384300492e-15,9.45348374182e-16,1.0691992936e-15
1465651518,384,274958,213,16,1.30590887881e-15,1.23910497956e-15,9.616375581e-16,7.32348459902e-16
1465651519,841,274958,213,20,1.43654992468e-15,1.10859924402e-15,9.12783853517e-16,8.7882631468e-16
1465651521,298,274958,213,24,1.17539082624e-15,1.92395786088e-15,7.98645782438e-16,1.14252819591e-15
1465651522,755,274958,213,28,1.2406035246e-15,1.5976869796e-15,8.14957514159e-16,8.49521791157e-16
1465651524,212,274958,213,32,1.14268448682e-15,1.36949896063e-15,1.0757879916e-15,9.81442081923e-16
1465651525,668,274958,213,36,1.17539459772e-15,1.59781383843e-15,9.77978227438e-16,1.02531413443e-15
1465651527,125,274958,213,40,1.1753274902e-15,1.36945156619e-15,1.01061534686e-15,1.17181726425e-15
1465651528,582,274958,213,44,1.95899610188e-15,1.17389757223e-15,8.96497436465e-16,5.71242536482e-16
1465651530,39,274958,213,48,9.14150227379e-16,2.11956803832e-15,9.1287270714e-16,1.08395488529e-15
1465651531,496,274958,213,52,1.11009482119e-15,1.49985421226e-15,1.02691553785e-15,5.71230680529e-16
1465651532,953,274958,213,56,1.11007652551e-15,1.27164778766e-15,8.96486255215e-16,8.20232447022e-16
1465651534,410,274958,213,60,1.53446658492e-15,1.20635247484e-15,9.12778472722e-16,9.81370606252e-16
1465651535,867,274958,213,64,1.50187414552e-15,1.56518557981e-15,9.6169572338e-16,6.88438018898e-16
1465651537,324,274958,214,4,1.3386151922e-15,1.69561332075e-15,8.63885141545e-16,8.49568532012e-16
1465651538,781,274958,214,8,1.30598864778e-15,1.6956552321e-15,7.82412568507e-16,8.93532834502e-16
1465651540,237,274958,214,12,1.37127283308e-15,1.532505451e-15,1.15729335955e-15,8.78883834781e-16
1465651541,694,274958,214,16,1.73043814596e-15,1.59775218587e-15,1.05950395701e-15,8.49582578165e-16
1465651543,151,274958,214,20,1.43656906331e-15,1.66297931538e-15,8.80233709249e-16,8.93528073743e-16
1465651544,608,274958,214,24,1.6651639744e-15,1.66297134457e-15,7.82416246772e-16,9.5213943136e-16
1465651546,65,274958,214,28,1.59934422755e-15,1.1411475792e-15,9.2811645291e-16,1.05394248463e-15
1465651547,522,274958,214,32,1.50131274417e-15,1.69553190438e-15,9.28132370491e-16,7.61143530416e-16
1465651548,979,274958,214,36,1.27334289534e-15,1.20647577408e-15,9.45473835806e-16,8.93558404552e-16
1465651550,436,274958,214,40,1.40401615588e-15,1.36949001152e-15,8.31373291472e-16,9.37510465183e-16
1465651551,893,274958,214,44,1.17543903669e-15,1.82605781749e-15,9.78085639778e-16,1.01082726213e-15
1465651553,350,274958,214,48,1.30598459404e-15,1.63043942451e-15,8.31332401815e-16,8.20329197076e-16
1465651554,806,274958,214,52,1.37131881991e-15,1.53253288771e-15,8.3135179222e-16,8.78886005109e-16
1465651556,263,274958,214,56,1.4366495924e-15,1.89121054707e-15,8.31347601212e-16,1.0693682725e-15
1465651557,720,274958,214,60,1.14283875349e-15,1.49993830194e-15,9.94408462905e-16,8.64270080179e-16
1465651559,177,274958,214,64,1.30599062768e-15,1.7934576068e-15,7.9876103138e-16,1.06939800185e-15
1465651560,634,274958,215,4,1.73050735691e-15,1.56520775565e-15,1.02701373814e-15,8.49634231787e-16
1465651562,91,274958,215,8,1.43658302144e-15,1.30422689138e-15,7.82471312683e-16,8.64284569532e-16
1465651563,548,274958,215,12,1.3713102553e-15,1.76076843695e-15,9.61856023111e-16,8.2030629351e-16
1465651565,5,274958,215,16,1.27338463436e-15,1.46726834234e-15,8.31381355113e-16,9.08226240818e-16
1465651566,462,274958,215,20,1.30604861105e-15,1.79339257318e-15,8.31409225235e-16,8.78977123783e-16
1465651567,919,274958,215,24,1.27337284318e-15,1.56513924483e-15,9.7816482204e-16,8.05686786185e-16
1465651569,376,274958,215,28,1.8284767969e-15,1.66300532099e-15,9.61827042207e-16,9.66894076677e-16
1465651570,832,274958,215,32,1.04481259601e-15,1.33693046161e-15,8.15121731749e-16,1.09871362238e-15
1465651572,289,274958,215,36,1.6978853914e-15,1.72826718124e-15,8.47746983329e-16,7.0318334622e-16
1465651573,746,274958,215,40,1.50187641819e-15,1.72826825144e-15,8.47729370882e-16,9.37621951534e-16
1465651575,203,274958,215,44,1.46925708267e-15,1.95653528243e-15,9.78190527764e-16,1.09875602968e-15
1465651576,660,274958,215,48,1.4693049442e-15,1.63037173149e-15,9.45528158571e-16,8.05739631701e-16
1465651578,117,274958,215,52,1.53457793204e-15,1.7608576505e-15,1.02708260243e-15,9.37605140337e-16
1465651579,574,274958,215,56,1.43663276613e-15,1.40213005432e-15,7.82558283063e-16,9.66902956384e-16
1465651581,31,274958,215,60,1.27341707406e-15,1.82609322709e-15,1.04342896667e-15,9.66914429726e-16
1465651582,488,274958,215,64,1.50199669925e-15,1.36952412229e-15,1.10861315245e-15,9.815740908e-16
1465651583,945,274958,216,4,1.5019758244e-15,1.66307025753e-15,1.10867711678e-15,9.96246234838e-16
1465651585,402,274958,216,8,1.46930391468e-15,1.79348933535e-15,9.29268947075e-16,9.81542353636e-16
1465651586,858,274958,216,12,1.8285674758e-15,2.15220144816e-15,7.01028132884e-16,7.61802633866e-16
1465651588,315,274958,216,16,1.3060610177e-15,1.92394943074e-15,9.78192286557e-16,9.52284406537e-16
1465651589,772,274958,216,20,1.17550101917e-15,2.15241182548e-15,9.13033464291e-16,9.22978919688e-16
1465651591,229,274958,216,24,1.11017237676e-15,1.4673889752e-15,8.96756511825e-16,8.0579454672e-16
1465651592,686,274958,216,28,1.50199370245e-15,1.6304667056e-15,1.05977452985e-15,1.37717698459e-15
1465651594,143,274958,216,32,1.56742353523e-15,2.41312082425e-15,1.10870462432e-15,1.27464924444e-15
1465651595,600,274958,216,36,1.50206670942e-15,1.56530547391e-15,9.45652799245e-16,8.93687578694e-16
1465651597,57,274958,216,40,1.46941811117e-15,2.34799058472e-15,9.94579794194e-16,8.64368280317e-16
1465651598,514,274958,216,44,1.37141809243e-15,1.69563554834e-15,1.14137421532e-15,9.08327942108e-16
1465651599,971,274958,216,48,1.60000711696e-15,1.85881288022e-15,8.9673771356e-16,1.23070186389e-15
1465651601,427,274958,216,52,1.14287030543e-15,2.15233689515e-15,1.09243069565e-15,9.37685950761e-16
1465651602,884,274958,216,56,1.60003968308e-15,1.76093070309e-15,7.98911968884e-16,9.5233226567e-16
1465651604,341,274958,216,60,9.14289210753e-16,1.56520267354e-15,1.14134557597e-15,9.3764185344e-16
