fill|start_time|start_stable_beam|end_stable_beam|end_time|wloopTS|slinkTS
6890|20180705.102605|20180705.120903|20180706.110118|20180706.110642|20180705.111600 20180705.131130 20180706.110639|20180705.120918
6891|20180706.110642|20180706.142322|20180706.215019|20180706.220552|20180706.115022 20180706.133120 20180706.220534|20180706.142325
6892|20180706.220552|20180707.004203|20180707.120221|20180707.120817|20180706.224331 20180706.235101 20180707.120759|20180707.004208
6901|20180708.000332|20180708.020448|20180708.162013|20180708.162446|20180708.014353 20180708.162438|20180708.020457
6904|20180708.181949|20180708.195209|20180709.012113|20180709.013356|20180708.192756 20180709.013132|20180708.195226
6909|20180709.184646|20180709.205837|20180711.030231|20180711.030654|20180709.192544 20180709.203811 20180710.081549 20180711.030641|20180709.205846
6911|20180711.071007|20180711.090933|20180711.193406|20180711.194620|20180711.073015 20180711.084811 20180711.170619 20180711.194614|20180711.090937
6912|20180711.194620|20180711.222629|20180712.115201|20180712.120817|20180711.203908 20180711.220700 20180711.220711 20180712.075106|20180711.222635
6913|20180712.120817|20180712.163923|20180712.185953|20180712.190531|20180712.120820 20180712.132402 20180712.160901 20180712.190530|20180712.163928
6919|20180713.004733|20180713.044221|20180714.010023|20180714.010525|20180713.004736 20180713.031251 20180713.042255 20180713.054743|20180713.044225
6921|20180714.110122|20180714.140436|20180714.152000|20180714.153110|20180714.121206 20180714.134507 20180714.152924|20180714.140446
6923|20180714.172907|20180714.185107|20180715.042653|20180715.044153|20180714.183155 20180715.043717|20180714.185119
6924|20180715.044153|20180715.072258|20180715.122416|20180715.123504|20180715.052818 20180715.065705 20180715.123451|20180715.072315
6925|20180715.123504|20180715.151904|20180715.170108|20180715.171002|20180715.134857 20180715.145948 20180715.170904|20180715.151921
6927|20180715.200339|20180715.222645|20180715.224556|20180715.225152|20180715.210033 20180715.220610 20180715.225148|20180715.222658
6929|20180716.004255|20180716.021619|20180716.071638|20180716.072245|20180716.010044 20180716.015507 20180716.072217|20180716.021634
6931|20180716.123801|20180716.153802|20180717.040832|20180717.041405|20180716.132903 20180716.151646 20180717.041358|20180716.153807
6939|20180717.202102|20180717.222655|20180718.015220|20180718.015847|20180717.202112 20180717.210444 20180717.220654 20180718.015845|20180717.222659
6940|20180718.015847|20180718.040120|20180718.111506|20180718.112343|20180718.023613 20180718.033838 20180718.112026|20180718.040128
6942|20180719.000346|20180719.023818|20180719.131918|20180719.133412|20180719.004032 20180719.021844 20180719.102224 20180719.133122|20180719.023828
6944|20180719.173529|20180719.195839|20180719.220117|20180719.220611|20180719.182104 20180719.193927 20180719.220603|20180719.195849
6946|20180720.012957|20180720.024437|20180720.035047|20180720.035740|20180720.022627 20180720.035729|20180720.024441
6953|20180720.122108|20180720.154748|20180721.051502|20180721.052205|20180720.130826 20180720.152808 20180721.052204|20180720.154754
6956|20180721.065605|20180721.081642|20180721.191710|20180721.192257|20180721.075258 20180721.192247|20180721.081647
6957|20180721.192257|20180721.213155|20180722.040911|20180722.041601|20180721.195809 20180721.211129|20180721.213159
6960|20180722.053815|20180722.070746|20180722.161537|20180722.162244|20180722.064614 20180722.162239|20180722.070758
6961|20180722.162244|20180722.183127|20180723.040926|20180723.041543|20180722.165804 20180722.181135|20180722.183133
6966|20180723.203333|20180723.223725|20180724.002127|20180724.002709|20180723.212917|20180723.223729
6998|20180729.222727|20180730.082750|20180730.104848|20180730.105407|20180730.021903 20180730.062107 20180730.073534|20180730.082754
7003|20180731.002211|20180731.022131|20180731.071001|20180731.221055|20180731.005827 20180731.015239 20180731.065933 20180731.070500 20180731.071545 20180731.214411 20180731.220452|20180731.022148
7005|20180801.000838|20180801.023157|20180801.121503|20180801.122200|20180801.004548 20180801.020857 20180801.122200|20180801.023202
7006|20180801.122200|20180801.152309|20180801.191657|20180801.192424|20180801.122200 20180801.130257 20180801.150105 20180801.192347|20180801.152314
7008|20180801.214531|20180802.024357|20180802.040419|20180802.041117|20180802.004143 20180802.022332 20180802.041112|20180802.024403
7013|20180802.121348|20180802.143644|20180802.164716|20180802.165430|20180802.121355 20180802.130636 20180802.141416 20180802.143742 20180802.153042 20180802.165320|20180802.143647
7017|20180803.052721|20180803.072654|20180803.203259|20180803.204027|20180803.052823 20180803.070200|20180803.072657
7018|20180803.204027|20180803.235639|20180804.134846|20180804.135348|20180803.204029 20180803.215946 20180803.222654 20180803.233509 20180804.105224|20180803.235644
7020|20180804.155322|20180804.173013|20180804.234550|20180804.235153|20180804.165059|20180804.173019
7024|20180805.052616|20180805.064710|20180805.181747|20180805.183325|20180805.062513 20180805.182314|20180805.064714
7026|20180805.200011|20180805.223741|20180806.011547|20180806.012109|20180805.210446 20180805.221532 20180806.012106|20180805.223744
7031|20180806.074839|20180806.091132|20180806.230727|20180806.231341|20180806.085125 20180806.175042|20180806.091135
7033|20180807.012758|20180807.032826|20180807.131810|20180807.132408|20180807.030717|20180807.032835
7035|20180807.143434|20180807.155129|20180807.163117|20180807.163733|20180807.150351 20180807.151202 20180807.153112|20180807.155146
7036|20180807.163733|20180807.192801|20180807.231210|20180807.231813|20180807.163737 20180807.171332 20180807.190750|20180807.192806
7037|20180807.231813|20180808.014640|20180808.151646|20180808.152417|20180807.231823 20180807.235604 20180808.012517 20180808.134449 20180808.152302|20180808.014648
7039|20180808.235805|20180809.031649|20180809.153223|20180809.153730|20180809.005434 20180809.024316|20180809.031659
7040|20180809.153730|20180809.182041|20180810.045603|20180810.050342|20180809.153734 20180809.171303 20180809.175924 20180810.050153|20180809.182045
7042|20180810.093005|20180810.151143|20180811.041729|20180811.042245|20180810.104934 20180810.133726 20180810.145115 20180810.163234|20180810.151149
7043|20180811.042245|20180811.083840|20180811.193523|20180811.194156|20180811.042248 20180811.045826 20180811.081726 20180811.194150|20180811.083857
7045|20180811.205948|20180811.222456|20180812.092959|20180812.093744|20180811.220500 20180812.093626|20180811.222459
7047|20180812.121159|20180812.143232|20180812.214942|20180812.222322|20180812.130921 20180812.141413 20180812.215615|20180812.143235
7048|20180812.222322|20180813.033908|20180813.072612|20180813.075405|20180813.021814 20180813.031950 20180813.074903|20180813.033911
7052|20180813.104047|20180813.121240|20180814.002857|20180814.003513|20180813.114924 20180814.003508|20180813.121243
7053|20180814.003513|20180814.033238|20180814.093037|20180814.101432|20180814.015825 20180814.031442 20180814.094600|20180814.033243
7054|20180814.101432|20180814.124020|20180814.125156|20180814.125802|20180814.110410 20180814.121701|20180814.124024
7055|20180814.125802|20180814.150444|20180814.232200|20180814.232738|20180814.125817 20180814.133947 20180814.144248|20180814.150448
7056|20180814.232738|20180815.020120|20180816.043725|20180816.044327|20180814.232739 20180815.003822 20180815.014325 20180815.131805 20180816.044302|20180815.020125
7058|20180816.150357|20180817.050719|20180817.183011|20180817.184047|20180817.000105 20180817.044149 20180817.183533|20180817.050720
7061|20180817.195838|20180817.211314|20180818.112443|20180818.112939|20180817.205236|20180817.211318
7063|20180818.123752|20180818.135033|20180819.005646|20180819.011056|20180818.133049 20180819.011049|20180818.135037
7065|20180819.051405|20180819.073702|20180819.203751|20180819.204246|20180819.060831 20180819.071718|20180819.073705
7069|20180819.231320|20180820.012938|20180820.144422|20180820.145014|20180820.010621 20180820.111702|20180820.012942
7078|20180823.114523|20180823.131751|20180823.152442|20180823.152949|20180823.125634 20180823.142203 20180823.150718|20180823.131755
7080|20180823.182449|20180823.211003|20180824.093026|20180824.093719|20180823.192151 20180823.204925 20180824.093625|20180823.211006
7083|20180824.122022|20180824.134800|20180825.011714|20180825.012456|20180824.122044 20180824.132635|20180824.134803
7087|20180825.105048|20180825.121051|20180826.010256|20180826.010823|20180825.114922|20180825.121055
7088|20180826.010823|20180826.032554|20180826.044422|20180826.044945|20180826.010837 20180826.014552 20180826.030707|20180826.032601
7090|20180826.075315|20180826.091438|20180826.215142|20180826.215624|20180826.085316 20180826.191718|20180826.091442
7091|20180826.215624|20180827.000908|20180827.131719|20180827.133036|20180826.220357 20180826.223332 20180826.234949 20180827.132407|20180827.000915
7092|20180827.133036|20180827.175629|20180827.205305|20180827.222109|20180827.160644 20180827.173301 20180827.205954|20180827.175640
7095|20180827.234325|20180828.010252|20180828.065157|20180828.091555|20180828.003927 20180828.074056|20180828.010301
7097|20180828.113207|20180828.133900|20180829.031608|20180829.032205|20180828.131539|20180828.133901
7098|20180829.032205|20180829.052316|20180829.104129|20180829.104803|20180829.032223 20180829.035944 20180829.050141|20180829.052322
7099|20180829.104803|20180829.140808|20180829.155934|20180829.161109|20180829.104814 20180829.122513 20180829.134613 20180829.160950|20180829.140810
7101|20180829.190211|20180829.212540|20180830.000041|20180830.001209|20180829.195759 20180829.210322|20180829.212548
7105|20180830.081436|20180830.094318|20180830.231609|20180830.232050|20180830.092323|20180830.094322
7108|20180831.013946|20180831.035532|20180831.162153|20180831.162636|20180831.022944 20180831.033349|20180831.035537
7109|20180831.162636|20180831.184341|20180831.185902|20180831.190757|20180831.162651 20180831.170208 20180831.182411|20180831.184344
7110|20180831.190757|20180831.210143|20180901.083043|20180901.083502|20180831.190814 20180831.194311 20180831.204203|20180831.210143
7112|20180901.094631|20180901.110757|20180901.112423|20180901.113313|20180901.104754|20180901.110801
7114|20180901.182804|20180901.202730|20180901.203702|20180901.205643|20180901.191312 20180901.200815 20180901.205554|20180901.202732
7117|20180902.011711|20180902.023939|20180902.070301|20180902.070941|20180902.021640 20180902.070928|20180902.023945
7118|20180902.070941|20180902.112302|20180902.180654|20180902.181148|20180902.100644 20180902.110315|20180902.112319
7120|20180902.193906|20180902.213931|20180903.030229|20180903.030741|20180902.202142 20180902.211704|20180902.213935
7122|20180903.042519|20180903.063604|20180903.130023|20180903.130632|20180903.051046 20180903.061403 20180903.130611|20180903.063612
7123|20180903.130632|20180903.163901|20180904.035829|20180904.040318|20180903.144253 20180903.161942 20180903.193012 20180903.232420|20180903.163907
7124|20180904.040318|20180904.055450|20180904.182019|20180904.182608|20180904.040343 20180904.043843 20180904.053503|20180904.055452
7125|20180904.182608|20180904.202824|20180905.062946|20180905.064921|20180904.183223 20180904.191307 20180904.200847|20180904.202825
7127|20180905.113331|20180905.120034|20180906.001242|20180906.001715|20180905.113737|20180905.120051
7128|20180906.001715|20180906.021101|20180906.084805|20180906.092110|20180906.001723 20180906.005159 20180906.015209 20180906.091011|20180906.021103
7131|20180906.110553|20180906.134218|20180906.231333|20180906.231829|20180906.120430 20180906.131926|20180906.134232
7132|20180906.231829|20180907.010430|20180907.064804|20180907.065305|20180906.231830 20180906.235245 20180907.004538|20180907.010436
7133|20180907.065305|20180907.110908|20180907.143738|20180907.145030|20180907.065315 20180907.093221 20180907.104811|20180907.110924
7135|20180907.162237|20180907.174600|20180907.211846|20180907.212705|20180907.172442 20180907.212653|20180907.174613
7137|20180907.224943|20180908.011817|20180908.142259|20180908.143010|20180907.234654 20180908.005525 20180908.081509|20180908.011829
7139|20180908.155343|20180908.173208|20180909.060306|20180909.060828|20180908.170517|20180908.173212 20180908.173446 20180908.174353 20180908.174644 20180908.174725 20180908.174859
7142|20180909.072108|20180909.083135|20180909.083613|20180909.084526|20180909.081251 20180909.084258|20180909.083144
7144|20180909.102914|20180909.155747|20180910.010623|20180910.011846|20180909.141648 20180909.153611 20180910.011830|20180909.155752
7145|20180910.011846|20180910.033057|20180910.122958|20180910.123530|20180910.015725 20180910.030903 20180910.123530|20180910.033104
7188|20180916.063848|20180916.084042|20180916.130910|20180916.131629|20180916.063853 20180916.073149 20180916.081522|20180916.084048
7211|20180923.100521|20180923.114956|20180923.155120|20180923.155533|20180923.104838|20180923.115000
7212|20180923.155533|20180923.182244|20180923.235225|20180923.235734|20180923.155700 20180923.163028 20180923.180321 20180923.201838 20180923.202318|20180923.182248
7213|20180923.235734|20180924.014740|20180924.062917|20180924.063554|20180923.235743 20180924.012802 20180924.015008|20180924.014745
7217|20180924.122141|20180924.134639|20180924.223256|20180924.223803|20180924.132227|20180924.134646
7218|20180924.223803|20180925.032718|20180925.141031|20180925.141655|20180924.223811 20180925.020551 20180925.030742|20180925.032725
7220|20180925.160746|20180925.182005|20180925.195511|20180925.200331|20180925.170822|20180925.182015
7221|20180925.200331|20180925.222041|20180926.131308|20180926.132058|20180925.200333 20180925.204204 20180925.220047 20180926.131826|20180925.222044
7234|20180928.232546|20180929.014626|20180929.141309|20180929.141736|20180929.001038 20180929.012412 20180929.052459 20180929.054755 20180929.060629 20180929.061758 20180929.062438|20180929.014645
7236|20180929.161744|20180929.183740|20180930.033633|20180930.034819|20180929.161753 20180929.171236 20180929.181605 20180929.184522|20180929.183744
7239|20180930.091303|20180930.111633|20180930.172218|20180930.172757|20180930.105517|20180930.111640
7240|20180930.172757|20180930.194811|20181001.024436|20181001.025705|20180930.172817 20180930.181350 20180930.183936 20180930.185502 20180930.193250 20181001.025705|20180930.194821
7242|20181001.043759|20181001.073351|20181001.135558|20181001.140618|20181001.054417 20181001.071108 20181001.140301|20181001.073356
7245|20181001.220748|20181001.233046|20181002.045645|20181002.050316|20181001.231012|20181001.233059
7252|20181002.234102|20181003.011150|20181003.113644|20181003.114706|20181003.004952|20181003.011159
7253|20181003.114706|20181003.140022|20181003.204415|20181003.205533|20181003.114717 20181003.122603 20181003.133820 20181003.134331 20181003.205401|20181003.140030
7256|20181004.002401|20181004.014733|20181004.104428|20181004.104937|20181004.012612 20181004.104515|20181004.014739
7259|20181004.194509|20181004.221953|20181005.081521|20181005.081918|20181004.203008 20181004.215604|20181004.221959
7264|20181006.221630|20181006.235710|20181007.162728|20181007.164032|20181006.221654 20181006.221958 20181006.225510 20181006.233434 20181007.124432 20181007.163144|20181006.235725
7265|20181007.164032|20181007.212904|20181007.224917|20181007.225550|20181007.164100 20181007.194845 20181007.210940 20181007.225103|20181007.212911
7266|20181007.225550|20181008.013000|20181008.121558|20181008.122459|20181007.225606 20181007.235845 20181008.011025 20181008.121844|20181008.013004
7270|20181008.213336|20181008.230657|20181009.140514|20181009.141016|20181008.224346 20181009.140536|20181008.230707
7271|20181009.141016|20181009.161758|20181009.200433|20181009.205628|20181009.141040 20181009.144601 20181009.155810 20181009.200455|20181009.161804
7274|20181010.221114|20181010.233401|20181011.043050|20181011.043617|20181010.230919 20181010.230930 20181011.043109|20181010.233405
7299|20181013.235734|20181014.005240|20181014.055533|20181014.060546|20181014.055718|20181014.005245
7300|20181014.060546|20181014.074323|20181014.111336|20181014.112405|20181014.062003 20181014.111508|20181014.074327
7304|20181014.223712|20181015.011321|20181015.012553|20181015.013027|20181014.232016 20181015.003726 20181015.004322 20181015.012611|20181015.011325
7308|20181016.055116|20181016.082333|20181016.104824|20181016.105254|20181016.065108 20181016.075759 20181016.104842|20181016.082337
7309|20181016.105254|20181016.125526|20181017.035411|20181017.035916|20181016.105323 20181016.112825 20181016.122647 20181017.035432|20181016.125532
7310|20181017.035916|20181017.061519|20181017.175953|20181017.180544|20181017.035944 20181017.043446 20181017.054022 20181017.171938 20181017.180015|20181017.061528
7314|20181017.210511|20181017.222910|20181018.132917|20181018.133610|20181017.220802 20181018.132934|20181017.222914
7315|20181018.133610|20181018.160607|20181019.032511|20181019.033327|20181018.133633 20181018.141201 20181018.153503 20181018.193627 20181018.193854 20181018.203059 20181019.032608|20181018.160612
7317|20181019.051427|20181019.064007|20181019.073550|20181019.074109|20181019.062010 20181019.073658|20181019.064012
7320|20181019.124503|20181019.144906|20181020.055725|20181020.060132|20181019.124524 20181019.132550 20181019.142805 20181020.055745|20181019.144910
7321|20181020.060132|20181020.081518|20181020.231316|20181020.231755|20181020.060253 20181020.064600 20181020.075603 20181020.165327 20181020.171909 20181020.172103 20181020.172257 20181020.214729 20181020.231338|20181020.081521
7324|20181021.023146|20181021.043035|20181021.142252|20181021.142832|20181021.041039 20181021.120327 20181021.120523 20181021.120558 20181021.123541 20181021.142310|20181021.043042
7328|20181021.194441|20181021.210941|20181022.071537|20181022.072203|20181021.204801 20181022.071559|20181021.210944
7331|20181022.123319|20181022.140623|20181022.162033|20181022.162730|20181022.134526 20181022.162244 20181022.162718|20181022.140629
7333|20181022.184856|20181022.211759|20181023.111540|20181023.112240|20181022.194651 20181022.205631 20181022.214612 20181023.091036 20181023.101236 20181023.111601|20181022.211805 20181023.084707 20181023.090830 20181023.091221 20181023.095023
7334|20181023.112240|20181023.143655|20181024.040132|20181024.040736|20181023.112311 20181023.121436 20181023.124117 20181023.141419 20181024.040228|20181023.143700
7358|20181026.030412|20181026.061124|20181026.082253|20181026.082849|20181026.034615 20181026.054431 20181026.055023 20181026.061128 20181026.070806 20181026.070904 20181026.082350 20181026.082833|20181026.061140
7406|20181105.010849|20181105.020110|20181105.033334|20181105.033723|20181105.033643|20181105.020115
7407|20181105.033723|20181105.043358|20181105.062731|20181105.063501|20181105.034131 20181105.063130|20181105.043408
7427|20181108.165601|20181108.201922|20181109.032111|20181109.032631|20181108.165605 20181108.173445 20181108.195208 20181109.032148 20181109.032630|20181108.201932
7428|20181109.032631|20181109.052501|20181109.083413|20181109.084952|20181109.040753 20181109.050727 20181109.083844 20181109.084332|20181109.052514
7433|20181109.195937|20181109.231529|20181110.032942|20181110.033547|20181109.195943 20181109.204608 20181109.225302 20181110.002333 20181110.003741 20181110.033004 20181110.033524|20181109.231538
7435|20181110.130544|20181110.154616|20181110.212239|20181110.212959|20181110.131513 20181110.151840 20181110.212516 20181110.212943|20181110.154626
7436|20181110.212959|20181111.004540|20181111.062317|20181111.063216|20181110.221521 20181111.002421 20181111.062336 20181111.063203|20181111.004545
7437|20181111.063216|20181111.105403|20181111.144710|20181111.145515|20181111.070952 20181111.102938 20181111.145029 20181111.145503|20181111.105414
7438|20181111.145515|20181111.185830|20181112.013824|20181112.014440|20181111.153518 20181111.184209 20181112.013840 20181112.014411|20181111.185843
7439|20181112.014440|20181112.064135|20181112.134111|20181112.135202|20181112.022253 20181112.062144 20181112.134131 20181112.135105|20181112.064146
7440|20181112.135202|20181112.190215|20181113.024352|20181113.024956|20181112.142850 20181112.184212 20181113.024509 20181113.024938|20181112.190220
7441|20181113.024956|20181113.062855|20181113.135449|20181113.140231|20181113.032629 20181113.060611 20181113.124900 20181113.135726 20181113.140222|20181113.062901
7442|20181113.140231|20181113.185615|20181113.224549|20181113.225440|20181113.163634 20181113.183750 20181113.224811 20181113.225435|20181113.185622
7443|20181113.225440|20181114.161537|20181114.221551|20181114.222057|20181113.233706 20181113.234245 20181114.060831 20181114.073745 20181114.084832 20181114.132649 20181114.155456 20181114.221614 20181114.222054|20181114.161556
7444|20181114.222057|20181115.015659|20181115.091826|20181115.092652|20181114.225459 20181114.230026 20181115.013814 20181115.091850 20181115.092631|20181115.015704
7446|20181115.104447|20181115.191359|20181116.023537|20181116.024106|20181115.145851 20181115.184659 20181116.023555|20181115.191403
7447|20181116.024106|20181116.045645|20181116.045659|20181116.050503|20181116.024120 20181116.024700 20181116.032132 20181116.043934 20181116.050038|20181116.045649
7448|20181116.050503|20181116.073206|20181116.145437|20181116.150510|20181116.050520 20181116.054136 20181116.071131 20181116.150049|20181116.073211
7449|20181116.150510|20181116.173111|20181117.005417|20181117.005956|20181116.150521 20181116.154818 20181116.171605 20181117.005434|20181116.173114
7450|20181117.005956|20181117.033020|20181117.105021|20181117.105534|20181117.010009 20181117.013957 20181117.030814 20181117.105039|20181117.033027
7453|20181118.040234|20181118.063616|20181118.190958|20181118.191536|20181118.045356 20181118.061148 20181118.191020|20181118.063622
7454|20181118.191536|20181118.233523|20181119.154837|20181119.155358|20181118.191545 20181118.214052 20181118.231311 20181119.154902|20181118.233527
7456|20181119.183240|20181119.212109|20181120.041111|20181120.041655|20181119.183314 20181119.190812 20181119.203124 20181120.041221|20181119.212119
7457|20181120.041655|20181120.100356|20181120.171958|20181120.172735|20181120.041726 20181120.070749 20181120.081037 20181120.093722 20181120.172020 20181120.172704|20181120.100404
7459|20181120.204449|20181120.230946|20181120.231759|20181120.232417|20181120.212958 20181120.224733 20181120.230957 20181120.231053 20181120.231950|20181120.230949
7460|20181120.232417|20181121.014128|20181121.063306|20181121.063816|20181120.232434 20181121.000356 20181121.012544 20181121.063327|20181121.014131
7464|20181122.002543|20181122.025812|20181122.092921|20181122.093508|20181122.002617 20181122.010407 20181122.022918 20181122.092945|20181122.025816
7466|20181122.123156|20181122.180858|20181123.024634|20181123.025221|20181122.123214 20181122.140020 20181122.143720 20181122.160340 20181122.174212 20181123.024655|20181122.180915
7467|20181123.025221|20181123.085858|20181123.165739|20181123.170226|20181123.025258 20181123.061732 20181123.083758 20181123.165800|20181123.085911
7468|20181123.170226|20181123.194310|20181124.053312|20181124.053931|20181123.170303 20181123.175048 20181123.192230 20181124.053329|20181123.194320
7471|20181124.110419|20181124.133522|20181124.214304|20181124.214758|20181124.110442 20181124.113902 20181124.131329 20181124.214323|20181124.133530
7472|20181124.214758|20181125.002500|20181125.081505|20181125.081930|20181124.214840 20181124.222542 20181124.235458 20181125.081519|20181125.002511
7473|20181125.081930|20181125.104904|20181125.203657|20181125.204241|20181125.082006 20181125.085435 20181125.103101 20181125.203717 20181125.204226|20181125.104908
7474|20181125.204241|20181126.011324|20181126.070701|20181126.071310|20181125.232945 20181126.005339 20181126.070904|20181126.011333
7475|20181126.071310|20181126.170631|20181126.173634|20181126.181336|20181126.071350 20181126.144351 20181126.164635 20181126.174513|20181126.170640
7477|20181126.193733|20181126.222728|20181127.071719|20181127.072418|20181126.202515 20181126.220703 20181127.071738|20181126.222740
7480|20181127.203937|20181127.231017|20181128.070325|20181128.070825|20181127.225011 20181128.070345|20181127.231022
7481|20181128.070825|20181128.100041|20181128.182424|20181128.183105|20181128.070854 20181128.074600 20181128.093245 20181128.093717 20181128.182444|20181128.100047
7482|20181128.183105|20181128.221004|20181128.223835|20181128.224551|20181128.183138 20181128.192321 20181128.214947 20181128.224202|20181128.221006
7483|20181128.224551|20181129.013311|20181129.143429|20181129.144032|20181128.224640 20181128.232429 20181129.011030 20181129.143449|20181129.013325
7485|20181129.161759|20181129.202907|20181130.042014|20181130.042500|20181129.172850 20181129.200604 20181130.042057|20181129.202909
7486|20181130.042500|20181130.083853|20181130.161435|20181130.161948|20181130.042535 20181130.050044 20181130.081804 20181130.161459|20181130.083856
7487|20181130.161948|20181130.190456|20181201.033424|20181201.034024|20181130.162022 20181130.170246 20181130.184319 20181201.033458|20181130.190501
7488|20181201.034024|20181201.064041|20181201.144615|20181201.145144|20181201.034057 20181201.041846 20181201.062056 20181201.144651|20181201.064059
7489|20181201.145144|20181201.172717|20181201.181036|20181201.181628|20181201.145224 20181201.152924 20181201.171042 20181201.181205|20181201.172725
7490|20181201.181628|20181201.203747|20181202.050909|20181202.051424|20181201.181706 20181201.190051 20181201.202053 20181202.050929|20181201.203756
7491|20181202.051424|20181202.074840|20181202.123758|20181202.124326|20181202.051508 20181202.055137 20181202.072854 20181202.123935|20181202.074849
7492|20181202.124326|20181202.145248|20181202.161007|20181202.161526|20181202.124412 20181202.132907 20181202.143540 20181202.161100|20181202.145251
